trial_id,sequence,criterion,regime,pair_description,pc_factor,gs_factor,pc_video,gs_video,pc_size_mb,gs_size_mb,pc_primitive_count,gs_primitive_count,source_pc_video,source_gs_video,source_pc_ply,source_gs_ply
trial_21_TicTacToe_take2_frame00586_same_file_size_256x,TicTacToe_take2_frame00586,same file size,same_file_size,TicTacToe_take2_frame00586 same_file_size: PC 256x vs 3DGS 256x,256x,256x,videos/real_sequences/TicTacToe_take2/TicTacToe_take2_frame00586_same_file_size_256x_pointcloud_10s.mp4,videos/real_sequences/TicTacToe_take2/TicTacToe_take2_frame00586_same_file_size_256x_3dgs_10s.mp4,0.045,0.397,1757,1757,videos/real_sequences/TicTacToe_take2/TicTacToe_take2_frame00586_same_file_size_256x_pointcloud_10s.mp4,videos/real_sequences/TicTacToe_take2/TicTacToe_take2_frame00586_same_file_size_256x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/TicTacToe_take2/TicTacToe_take2_frame00586_same_file_size_256x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/TicTacToe_take2/TicTacToe_take2_frame00586_same_file_size_256x_3dgs.ply
trial_22_OverallBall_take1_frame00492_same_NoP_original,OverallBall_take1_frame00492,same primitive count,same_NoP,OverallBall_take1_frame00492 same_NoP: PC original vs 3DGS original,original,original,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_original_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_original_3dgs_10s.mp4,68.434,598.166,2657715,2657715,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_original_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_original_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_original_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_original_3dgs.ply
trial_23_OverallBall_take1_frame00492_same_NoP_4x,OverallBall_take1_frame00492,same primitive count,same_NoP,OverallBall_take1_frame00492 same_NoP: PC 4x vs 3DGS 4x,4x,4x,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_4x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_4x_3dgs_10s.mp4,17.109,149.542,664428,664428,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_4x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_4x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_4x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_4x_3dgs.ply
trial_24_OverallBall_take1_frame00492_same_file_size_4x,OverallBall_take1_frame00492,same file size,same_file_size,OverallBall_take1_frame00492 same_file_size: PC 4x vs 3DGS 4x,4x,4x,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_4x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_4x_3dgs_10s.mp4,1.957,17.11,76015,76015,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_4x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_4x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_4x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_4x_3dgs.ply
trial_25_OverallBall_take1_frame00492_same_NoP_32x,OverallBall_take1_frame00492,same primitive count,same_NoP,OverallBall_take1_frame00492 same_NoP: PC 32x vs 3DGS 32x,32x,32x,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_32x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_32x_3dgs_10s.mp4,2.139,18.694,83053,83053,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_32x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_32x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_32x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_32x_3dgs.ply
trial_26_OverallBall_take1_frame00492_same_file_size_32x,OverallBall_take1_frame00492,same file size,same_file_size,OverallBall_take1_frame00492 same_file_size: PC 32x vs 3DGS 32x,32x,32x,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_32x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_32x_3dgs_10s.mp4,0.245,2.14,9502,9502,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_32x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_32x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_32x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_32x_3dgs.ply
trial_27_OverallBall_take1_frame00492_same_NoP_256x,OverallBall_take1_frame00492,same primitive count,same_NoP,OverallBall_take1_frame00492 same_NoP: PC 256x vs 3DGS 256x,256x,256x,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_256x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_256x_3dgs_10s.mp4,0.267,2.338,10381,10381,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_256x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_256x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_256x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/OverallBall_take1/OverallBall_take1_frame00492_same_NoP_256x_3dgs.ply
trial_28_OverallBall_take1_frame00492_same_file_size_256x,OverallBall_take1_frame00492,same file size,same_file_size,OverallBall_take1_frame00492 same_file_size: PC 256x vs 3DGS 256x,256x,256x,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_256x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_256x_3dgs_10s.mp4,0.031,0.269,1188,1188,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_256x_pointcloud_10s.mp4,videos/real_sequences/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_256x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_256x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/OverallBall_take1/OverallBall_take1_frame00492_same_file_size_256x_3dgs.ply
trial_29_NelliSport2_frame00589_same_NoP_original,NelliSport2_frame00589,same primitive count,same_NoP,NelliSport2_frame00589 same_NoP: PC original vs 3DGS original,original,original,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_original_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_original_3dgs_10s.mp4,53.619,468.668,2082341,2082341,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_original_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_original_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/NelliSport2/NelliSport2_frame00589_same_NoP_original_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/NelliSport2/NelliSport2_frame00589_same_NoP_original_3dgs.ply
trial_30_NelliSport2_frame00589_same_NoP_4x,NelliSport2_frame00589,same primitive count,same_NoP,NelliSport2_frame00589 same_NoP: PC 4x vs 3DGS 4x,4x,4x,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_4x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_4x_3dgs_10s.mp4,13.405,117.168,520585,520585,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_4x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_4x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/NelliSport2/NelliSport2_frame00589_same_NoP_4x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/NelliSport2/NelliSport2_frame00589_same_NoP_4x_3dgs.ply
trial_31_NelliSport2_frame00589_same_file_size_4x,NelliSport2_frame00589,same file size,same_file_size,NelliSport2_frame00589 same_file_size: PC 4x vs 3DGS 4x,4x,4x,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_4x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_4x_3dgs_10s.mp4,1.534,13.406,59558,59558,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_4x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_4x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/NelliSport2/NelliSport2_frame00589_same_file_size_4x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/NelliSport2/NelliSport2_frame00589_same_file_size_4x_3dgs.ply
trial_32_NelliSport2_frame00589_same_NoP_32x,NelliSport2_frame00589,same primitive count,same_NoP,NelliSport2_frame00589 same_NoP: PC 32x vs 3DGS 32x,32x,32x,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_32x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_32x_3dgs_10s.mp4,1.676,14.647,65073,65073,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_32x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_32x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/NelliSport2/NelliSport2_frame00589_same_NoP_32x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/NelliSport2/NelliSport2_frame00589_same_NoP_32x_3dgs.ply
trial_33_NelliSport2_frame00589_same_file_size_32x,NelliSport2_frame00589,same file size,same_file_size,NelliSport2_frame00589 same_file_size: PC 32x vs 3DGS 32x,32x,32x,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_32x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_32x_3dgs_10s.mp4,0.192,1.677,7445,7445,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_32x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_32x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/NelliSport2/NelliSport2_frame00589_same_file_size_32x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/NelliSport2/NelliSport2_frame00589_same_file_size_32x_3dgs.ply
trial_34_NelliSport2_frame00589_same_NoP_256x,NelliSport2_frame00589,same primitive count,same_NoP,NelliSport2_frame00589 same_NoP: PC 256x vs 3DGS 256x,256x,256x,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_256x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_256x_3dgs_10s.mp4,0.21,1.832,8134,8134,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_256x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_NoP_256x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/NelliSport2/NelliSport2_frame00589_same_NoP_256x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/NelliSport2/NelliSport2_frame00589_same_NoP_256x_3dgs.ply
trial_35_NelliSport2_frame00589_same_file_size_256x,NelliSport2_frame00589,same file size,same_file_size,NelliSport2_frame00589 same_file_size: PC 256x vs 3DGS 256x,256x,256x,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_256x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_256x_3dgs_10s.mp4,0.024,0.211,931,931,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_256x_pointcloud_10s.mp4,videos/real_sequences/NelliSport2/NelliSport2_frame00589_same_file_size_256x_3dgs_10s.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/pointcloud/real/NelliSport2/NelliSport2_frame00589_same_file_size_256x_pointcloud.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/real_study_final/deploy_package_10s_unity/plys/3dgs/real/NelliSport2/NelliSport2_frame00589_same_file_size_256x_3dgs.ply
