trial_id,sequence,criterion,regime,pair_description,pc_factor,gs_factor,pc_video,gs_video,pc_size_mb,gs_size_mb,pc_primitive_count,gs_primitive_count,source_pc_video,source_gs_video,source_pc_ply,source_gs_ply
final_011,Sign_take2,same primitive count,same_NoP,Sign_take2 same_NoP: PC 256x vs 3DGS 256x,256x,256x,videos/Sign_take2_frame00503_same_NoP_256x_pointcloud.mp4,videos/Sign_take2_frame00503_same_NoP_256x_3dgs.mp4,0.23,2.013,8938,8938,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/Sign_take2_frame00503_same_NoP_256x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/Sign_take2_frame00503_same_NoP_256x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-0955_Sign_take2_CIVIT/gsplat_frame00503_downsampling_study/initial_pcds/frame00503_downsample_256x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-0955_Sign_take2_CIVIT/gsplat_frame00503_downsampling_study/results/2_mcmc_fixed_no_depth/same_NoP_30k/256x/ply/point_cloud_29999.ply
final_012,Sign_take2,same file size,same_file_size,Sign_take2 same_file_size: PC 4x vs 3DGS 4x,4x,4x,videos/Sign_take2_frame00503_same_file_size_4x_pointcloud.mp4,videos/Sign_take2_frame00503_same_file_size_4x_3dgs.mp4,1.685,14.732,65450,65450,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/Sign_take2_frame00503_same_file_size_4x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/Sign_take2_frame00503_same_file_size_4x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-0955_Sign_take2_CIVIT/gsplat_frame00503_downsampling_study/initial_pcds/same_file_size/frame00503_samesize_4x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-0955_Sign_take2_CIVIT/gsplat_frame00503_downsampling_study/results/2_mcmc_fixed_no_depth/same_file_size/4x/ply/point_cloud_29999.ply
final_013,Sign_take2,same file size,same_file_size,Sign_take2 same_file_size: PC 32x vs 3DGS 32x,32x,32x,videos/Sign_take2_frame00503_same_file_size_32x_pointcloud.mp4,videos/Sign_take2_frame00503_same_file_size_32x_3dgs.mp4,0.211,1.843,8181,8181,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/Sign_take2_frame00503_same_file_size_32x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/Sign_take2_frame00503_same_file_size_32x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-0955_Sign_take2_CIVIT/gsplat_frame00503_downsampling_study/initial_pcds/same_file_size/frame00503_samesize_32x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-0955_Sign_take2_CIVIT/gsplat_frame00503_downsampling_study/results/2_mcmc_fixed_no_depth/same_file_size/32x/ply/point_cloud_29999.ply
final_014,Sign_take2,same file size,same_file_size,Sign_take2 same_file_size: PC 256x vs 3DGS 256x,256x,256x,videos/Sign_take2_frame00503_same_file_size_256x_pointcloud.mp4,videos/Sign_take2_frame00503_same_file_size_256x_3dgs.mp4,0.027,0.232,1023,1023,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/Sign_take2_frame00503_same_file_size_256x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/Sign_take2_frame00503_same_file_size_256x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-0955_Sign_take2_CIVIT/gsplat_frame00503_downsampling_study/initial_pcds/same_file_size/frame00503_samesize_256x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-0955_Sign_take2_CIVIT/gsplat_frame00503_downsampling_study/results/2_mcmc_fixed_no_depth/same_file_size/256x/ply/point_cloud_29999.ply
final_015,TicTacToe_take2,same primitive count,same_NoP,TicTacToe_take2 same_NoP: PC original vs 3DGS original,original,original,videos/TicTacToe_take2_frame00586_same_NoP_original_pointcloud.mp4,videos/TicTacToe_take2_frame00586_same_NoP_original_3dgs.mp4,101.232,884.843,3931455,3931455,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_NoP_original_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_NoP_original_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/initial_pcds/frame00586_original.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/results/2_mcmc_fixed_no_depth/same_NoP_pilot_steps/original/ply/point_cloud_9999.ply
final_016,TicTacToe_take2,same primitive count,same_NoP,TicTacToe_take2 same_NoP: PC 4x vs 3DGS 4x,4x,4x,videos/TicTacToe_take2_frame00586_same_NoP_4x_pointcloud.mp4,videos/TicTacToe_take2_frame00586_same_NoP_4x_3dgs.mp4,25.308,221.212,982863,982863,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_NoP_4x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_NoP_4x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/initial_pcds/frame00586_downsample_4x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/results/2_mcmc_fixed_no_depth/same_NoP_pilot_steps/4x/ply/point_cloud_19999.ply
final_017,TicTacToe_take2,same primitive count,same_NoP,TicTacToe_take2 same_NoP: PC 32x vs 3DGS 32x,32x,32x,videos/TicTacToe_take2_frame00586_same_NoP_32x_pointcloud.mp4,videos/TicTacToe_take2_frame00586_same_NoP_32x_3dgs.mp4,3.164,27.652,122857,122857,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_NoP_32x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_NoP_32x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/initial_pcds/frame00586_downsample_32x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/results/2_mcmc_fixed_no_depth/same_NoP_30k/32x/ply/point_cloud_29999.ply
final_018,TicTacToe_take2,same primitive count,same_NoP,TicTacToe_take2 same_NoP: PC 256x vs 3DGS 256x,256x,256x,videos/TicTacToe_take2_frame00586_same_NoP_256x_pointcloud.mp4,videos/TicTacToe_take2_frame00586_same_NoP_256x_3dgs.mp4,0.396,3.458,15357,15357,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_NoP_256x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_NoP_256x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/initial_pcds/frame00586_downsample_256x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/results/2_mcmc_fixed_no_depth/same_NoP_30k/256x/ply/point_cloud_29999.ply
final_019,TicTacToe_take2,same file size,same_file_size,TicTacToe_take2 same_file_size: PC 4x vs 3DGS 4x,4x,4x,videos/TicTacToe_take2_frame00586_same_file_size_4x_pointcloud.mp4,videos/TicTacToe_take2_frame00586_same_file_size_4x_3dgs.mp4,2.896,25.309,112446,112446,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_file_size_4x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_file_size_4x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/initial_pcds/same_file_size/frame00586_samesize_4x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/results/2_mcmc_fixed_no_depth/same_file_size/4x/ply/point_cloud_29999.ply
final_020,TicTacToe_take2,same file size,same_file_size,TicTacToe_take2 same_file_size: PC 32x vs 3DGS 32x,32x,32x,videos/TicTacToe_take2_frame00586_same_file_size_32x_pointcloud.mp4,videos/TicTacToe_take2_frame00586_same_file_size_32x_3dgs.mp4,0.362,3.165,14056,14056,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_file_size_32x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_file_size_32x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/initial_pcds/same_file_size/frame00586_samesize_32x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/results/2_mcmc_fixed_no_depth/same_file_size/32x/ply/point_cloud_29999.ply
final_021,TicTacToe_take2,same file size,same_file_size,TicTacToe_take2 same_file_size: PC 256x vs 3DGS 256x,256x,256x,videos/TicTacToe_take2_frame00586_same_file_size_256x_pointcloud.mp4,videos/TicTacToe_take2_frame00586_same_file_size_256x_3dgs.mp4,0.045,0.397,1757,1757,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_file_size_256x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/TicTacToe_take2_frame00586_same_file_size_256x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/initial_pcds/same_file_size/frame00586_samesize_256x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-16-1120_TicTacToe_take2_CIVIT/gsplat_frame00586_downsampling_study/results/2_mcmc_fixed_no_depth/same_file_size/256x/ply/point_cloud_29999.ply
final_022,OverallBall_take1,same primitive count,same_NoP,OverallBall_take1 same_NoP: PC original vs 3DGS original,original,original,videos/OverallBall_take1_frame00492_same_NoP_original_pointcloud.mp4,videos/OverallBall_take1_frame00492_same_NoP_original_3dgs.mp4,68.434,598.166,2657715,2657715,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/OverallBall_take1_frame00492_same_NoP_original_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/OverallBall_take1_frame00492_same_NoP_original_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-17-1350_OverallBall_take1_CIVIT/gsplat_frame00492_downsampling_study/initial_pcds/frame00492_original.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-17-1350_OverallBall_take1_CIVIT/gsplat_frame00492_downsampling_study/results/2_mcmc_fixed_no_depth/same_NoP_pilot_steps/original/ply/point_cloud_9999.ply
final_023,OverallBall_take1,same primitive count,same_NoP,OverallBall_take1 same_NoP: PC 4x vs 3DGS 4x,4x,4x,videos/OverallBall_take1_frame00492_same_NoP_4x_pointcloud.mp4,videos/OverallBall_take1_frame00492_same_NoP_4x_3dgs.mp4,17.109,149.542,664428,664428,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/OverallBall_take1_frame00492_same_NoP_4x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/OverallBall_take1_frame00492_same_NoP_4x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-17-1350_OverallBall_take1_CIVIT/gsplat_frame00492_downsampling_study/initial_pcds/frame00492_downsample_4x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-17-1350_OverallBall_take1_CIVIT/gsplat_frame00492_downsampling_study/results/2_mcmc_fixed_no_depth/same_NoP_pilot_steps/4x/ply/point_cloud_19999.ply
final_024,OverallBall_take1,same primitive count,same_NoP,OverallBall_take1 same_NoP: PC 32x vs 3DGS 32x,32x,32x,videos/OverallBall_take1_frame00492_same_NoP_32x_pointcloud.mp4,videos/OverallBall_take1_frame00492_same_NoP_32x_3dgs.mp4,2.139,18.694,83053,83053,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/OverallBall_take1_frame00492_same_NoP_32x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/OverallBall_take1_frame00492_same_NoP_32x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-17-1350_OverallBall_take1_CIVIT/gsplat_frame00492_downsampling_study/initial_pcds/frame00492_downsample_32x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-17-1350_OverallBall_take1_CIVIT/gsplat_frame00492_downsampling_study/results/2_mcmc_fixed_no_depth/same_NoP_30k/32x/ply/point_cloud_29999.ply
final_025,OverallBall_take1,same primitive count,same_NoP,OverallBall_take1 same_NoP: PC 256x vs 3DGS 256x,256x,256x,videos/OverallBall_take1_frame00492_same_NoP_256x_pointcloud.mp4,videos/OverallBall_take1_frame00492_same_NoP_256x_3dgs.mp4,0.267,2.338,10381,10381,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/OverallBall_take1_frame00492_same_NoP_256x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/OverallBall_take1_frame00492_same_NoP_256x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-17-1350_OverallBall_take1_CIVIT/gsplat_frame00492_downsampling_study/initial_pcds/frame00492_downsample_256x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-17-1350_OverallBall_take1_CIVIT/gsplat_frame00492_downsampling_study/results/2_mcmc_fixed_no_depth/same_NoP_30k/256x/ply/point_cloud_29999.ply
final_026,OverallBall_take1,same file size,same_file_size,OverallBall_take1 same_file_size: PC 4x vs 3DGS 4x,4x,4x,videos/OverallBall_take1_frame00492_same_file_size_4x_pointcloud.mp4,videos/OverallBall_take1_frame00492_same_file_size_4x_3dgs.mp4,1.957,17.11,76015,76015,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/OverallBall_take1_frame00492_same_file_size_4x_pointcloud.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/pilot_study_5seq_no_mannequin/videos/OverallBall_take1_frame00492_same_file_size_4x_3dgs.mp4,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-17-1350_OverallBall_take1_CIVIT/gsplat_frame00492_downsampling_study/initial_pcds/same_file_size/frame00492_samesize_4x.ply,/gpfs/work3/0/prjs0839/data/IEEEVR2026/2025-04-17-1350_OverallBall_take1_CIVIT/gsplat_frame00492_downsampling_study/results/2_mcmc_fixed_no_depth/same_file_size/4x/ply/point_cloud_29999.ply
